FoodID,FoodDescription,FoodDescriptionF,ConversionFactorValue
1438,"Cereal, hot, oats, one minute, prepared, Quaker","Céréale, chaude, avoine (gruau), une minute, préparée, Quaker",1.73076
1439,"Cereal, hot, oats, quick, dry, Quaker","Céréale, chaude, avoine (gruau), rapide, sèche, Quaker",0.5284
1440,"Cereal, hot, oats, quick, prepared, Quaker","Céréale, chaude, avoine (gruau), rapide, préparée, Quaker",1.73076
1443,"Cereal, hot, oats, minute, dry, Robin Hood","Céréale, chaude, avoine (gruau), minute, sèche, Robin Hood",0.4
1444,"Cereal, hot, oats, minute, prepared, Robin Hood","Céréale, chaude, avoine (gruau), minute, préparée, Robin Hood",1.73076
1462,"Cereal, hot, oats, large flakes, dry, Rogers","Céréale, chaude, avoine (gruau), gros flocons, sèche, Rogers",0.4
1463,"Cereal, hot, oats, large flakes, prepared, Rogers","Céréale, chaude, avoine (gruau), gros flocons, préparée, Rogers",1.44
1464,"Cereal, hot, oats, large flakes, dry, Quaker","Céréale, chaude, avoine (gruau), gros flocons, sèche, Quaker",0.4
1465,"Cereal, hot, oats, large flakes, prepared, Quaker","Céréale, chaude, avoine (gruau), gros flocons, préparée, Quaker",1.73076
1466,"Cereal, hot, cream of wheat, instant: maple and brown sugar, dry","Céréale, chaude, crème de blé, instantanée: cassonade et érable, sèche",0.4
1467,"Cereal, hot, cream of wheat, instant: maple and brown sugar, prepared","Céréale, chaude, crème de blé, instantanée: cassonade et érable, préparée",1.78255
1470,"Cereal, hot, cream of wheat, instant: apple and cinnamon, dry","Céréale, chaude, crème de blé, instantanée: pomme et cannelle, sèche",0.4
1471,"Cereal, hot, cream of wheat, instant: apple and cinnamon, prepared","Céréale, chaude, crème de blé, instantanée: pomme et cannelle, préparée",2.5466
1472,"Cereal, ready to eat, All Bran Original, Kellogg's","Céréale, prête-à-manger, All Bran Original, Kellogg's",0.65542
1473,"Cereal, ready to eat, All Bran Buds, Kellogg's","Céréale, prête-à-manger, All Bran Buds, Kellogg's",0.28558
1474,"Cereal, ready to eat, Cap'n Crunch, Quaker","Céréale, prête-à-manger, Capitaine Crounche, Quaker",0.38039
1475,"Cereal, ready to eat, Cheerios, General Mills","Céréale, prête-à-manger, Cheerios, General Mills",0.29586
1477,"Cereal, ready to eat, Corn Bran Squares, Quaker","Céréale, prête-à-manger, son de maïs carrées, Quaker",0.26627
1478,"Cereal, ready to eat, frosted Mini-Wheats (original, maple, brown sugar, strawberry), Kellogg's","Céréale, prête-à-manger, Mini-Wheats givrées (original, érable, cassonnade, fraise), Kellogg's",0.35
1479,"Cereal, ready to eat, Raisin Bran, Post","Céréale, prête-à-manger, Raisin Bran, Post",0.62342
1484,"Acerola (West Indian cherry), raw","Azerole, crue",1.4
1485,"Acerola juice, raw","Azerole, jus, frais",2.55706
1486,"Apple, raw, without skin, sliced, cooked, microwaved","Pomme, crue, sans pelure, tranchée, cuite au four à micro-ondes",1.4
1487,"Apple, canned, sweetened, sliced, heated","Pomme, conserve, sucrée, tranchée, chauffée",1.29332
1488,"Apple, dehydrated (low moisture), sulphured, uncooked","Pomme, déshydratée (faible humidité), sulfurée, non cuite",0.4
1489,"Apple, dehydrated (low moisture), sulphured, cooked","Pomme, déshydratée (faible humidité), sulfurée, cuite",0.4
1490,"Apple, dried, sulphured, uncooked","Pomme, séchée, sulfurée, non cuite",0.4
1491,"Apple, dried, sulphured, stewed, no added sugar","Pomme, séchée, sulfurée, mijotée, sans sucre ajouté",0.64666
1492,"Apple, dried, sulphured, stewed, added sugar","Pomme, séchée, sulfurée, mijotée, sucrée",0.71006
1493,"Apple, frozen, sliced, unsweetened, unheated","Pomme, congelée, tranchée, non sucrée, non chauffée",1.4
1494,"Apple, frozen, sliced, unsweetened, heated","Pomme, congelée, tranchée, non sucrée, chauffée",1.4
1495,"Apple juice, canned or bottled, without added vitamin C","Pomme, jus, conserve ou bouteille, sans vitamine C ajoutée",2.62046
1496,"Apple juice, frozen concentrate, undiluted, without vitamin C","Pomme, jus, concentré, congélé, non dilué, sans vitamine C",1.48659
1497,"Apple juice, frozen concentrate, diluted, without added vitamin C","Pomme, jus, concentré, congélé, dilué, sans vitamine c ajouté",2.52536
1498,"Apricot, raw","Abricot, cru",1.4
1499,"Apricot, canned halves with skin, water pack, solids and liquid","Abricot, moitié avec pelure, conserve, dans l'eau, solides et liquide",1.54057
1500,"Apricot, canned whole no skin, water pack, solids and liquid","Abricot, entier, pelé, conserve, dans l'eau, solides et liquide",1.43914
1501,"Apricot, canned halves with skin, juice pack, solids and liquid","Abricot, moitié avec pelure, conserve, dans du jus, solides et liquide",1.54691
1502,"Apricot, canned halves with skin, extra light syrup, solids and liquid","Abricot, moitié avec pelure, conserve, dans du sirop extra léger, solides et liquide",1.56593
1503,"Apricot, canned halves with skin, light syrup pack, solids and liquid","Abricot, moitié avec pelure, conserve, dans du sirop léger, solides et liquide",1.60397
1504,"Apricot, canned halves with skin, heavy syrup pack, solids and liquid","Abricot, moitié avec pelure, conserve, dans du sirop épais, solides et liquide",1.63567
1505,"Apricot, canned whole no skin, heavy syrup pack, solids and liquid","Abricot, entier pelé, conserve, dans du sirop épais, solides et liquide",1.63567
1506,"Apricot, canned whole no skin, extra heavy syrup, solids and liquid","Abricot, entier pelé, conserve, dans du sirop extra épais, solides et liquide",1.55959
1507,"Apricot, dried, sulphured, uncooked","Abricot, séché, sulfuré, non cuit",0.32966
1508,"Apricot, dried, sulphured, cooked without added sugar","Abricot, séché, sulfuré, cuit sans sucre",0.63398
1509,"Apricot, dried, sulphured, cooked, added sugar","Abricot, séché, sulfuré, cuit, sucre ajouté",0.6847
1510,"Apricot, frozen, sweetened","Abricot, congélé, sucré",1.4
1511,"Avocado, raw, all commercial varieties","Avocat, cru, toutes variétés commerciales",0.61708
1512,"Avocado, raw, california","Avocat, cru, californie",0.68
1513,"Avocado, raw, florida","Avocat, cru, Floride",1.52
1514,"Banana, dehydrated or banana powder","Banane, déshydratée ou en poudre",0.4
1515,"Blackberry, raw","Mûre, crue",1.4
1516,"Blackberry, canned, heavy syrup pack, solids and liquid","Mûre, conserve, sirop épais, solides et liquide",1.62299
1517,"Blackberry, frozen, unsweetened","Mûre, congélée, non sucrée",1.4
1518,"Blueberry, canned, heavy syrup pack, solids and liquid","Bleuet, conserve, sirop épais, solides et liquide",1.62299
1519,"Blueberry, frozen, sweetened","Bleuet, congélé, sucré",1.4
1520,"Boysenberry, canned, heavy syrup pack, solids and liquid","Mûre de boysen, conserve, sirop épais, solides et liquide",1.62299
1521,"Boysenberry, frozen, unsweetened","Mûre de boysen, congélée, non sucrée",1.4
1522,"Breadfruit, raw","Fruit à pain, cru",1.4
1523,"Carambola (star fruit), raw","Carambole (fruit étoile), cru",0.7
1524,"Carissa (natalplum), raw","Carissa, cru",0.4
1525,"Cherimoya, raw","Chérimole, crue",2.35
1526,"Cherry, sour, red, raw","Cerise sure, rouge, crue",1.4
1527,"Cherry, sour, red, canned, water pack, solids and liquid","Cerise sure, rouge, conserve, dans l'eau, solides et liquide",1.54692
1528,"Cherry, sour, red, canned, heavy syrup pack, solids and liquid","Cerise sure, rouge, conserve, dans du sirop épais, solides et liquide",1.62299
1529,"Cherry, sour, red, canned, extra heavy syrup pack, solids and liquid","Cerise sure, rouge, conserve, dans du sirop extra épais, solides et liquide",1.65469
1530,"Cherry sour, red, frozen, unsweetened","Cerise sure, rouge, congélée, non sucrée",1.4
1531,"Cherry, sweet, raw","Cerise sucrée (guigne), crue",1.64
1532,"Cherry, sweet, canned, water pack, solids and liquid","Cerise sucrée (guigne), conserve, dans l'eau, solides et liquide",1.57228
1533,"Cherry, sweet, canned, juice pack, solids and liquid","Cerise sucrée (guigne), conserve, conservé dans jus, solides et liquide",1.58495
1534,"Cherry, sweet, canned, heavy syrup pack","Cerise sucrée (guigne), conserve, dans du sirop épais",1.60397
1535,"Cherry, sweet, canned, extra heavy syrup pack","Cerise sucrée (guigne), conserve, dans du sirop extra épais",1.65469
1536,"Cherry, sweet, frozen, sweetened","Cerise sucrée (guigne), congélée, sucrée",1.4
1537,"Crabapple, raw","Pommette, crue",1.4
1538,"Cranberry, raw","Canneberge, crue",1.4
1539,"Sauce, cranberry, canned, sweetened","Sauce, canneberges, conserve, sucrée",0.57
1540,"Cranberry orange relish, canned","Canneberge et orange, relish, conserve",0.69738
1541,"Currant, european black, raw","Cassis, noir européen, cru",1.4
1542,"Currant, zante, dried","Raisins de corinthe (zante), secs",0.4
1543,"Custard-apple, raw","Anone reticulée, anone coeur de boeuf, crue",1.2
1544,"Elderberry, raw","Sureau, baie, crue",1.4
1545,"Fig, canned, water pack, solids and liquid","Figue, conserve, dans l'eau, solides et liquide",1.57228
1546,"Fig, canned, light syrup pack, solids and liquid","Figue, conserve, dans du sirop léger, solides et liquide",1.59763
1547,"Fig, canned, heavy syrup pack, solids and liquid","Figue, conserve, dans du sirop épais, solides et liquide",1.64201
1548,"Fig, canned, extra heavy syrup pack, solids and liquid","Figue, conserve, dans du sirop extra épais, solides et liquide",1.65469
1549,"Fig, dried, uncooked","Figue, séchée, non cuite",0.168
1550,"Fig, dried, cooked","Figue, séchée, cuite",0.6568
1551,"Fruit cocktail (peach, pear, apricot, pineapple, cherry, grape), canned, water pack, solids and liquid","Fruits, cocktail (pêches, poires, abricots, ananas, cerises, raisins), conserve, dans l'eau, solides et liquide",1.50254
1552,"Fruit cocktail (peach, pear, apricot, pineapple, cherry, grape), canned, juice pack, solids and liquid","Fruits, cocktail (pêches, poires, abricots, ananas, cerises, raisins), conserve, dans du jus, solides et liquide",1.50254
1553,"Fruit cocktail (peach, pear, apricot, pineapple, cherry, grape), canned, extra light syrup pack, solids and liquid","Fruits, cocktail (pêches, poires, abricots, ananas, cerises, raisins), conserve, dans du sirop extra léger, solides et liquide",1.5596
1554,"Fruit cocktail (peach, pear, apricot, pineapple, cherry, grape), canned, light syrup pack, solids and liquid","Fruits, cocktail (pêches, poires, abricots, ananas, cerises, raisins), conserve, dans du sirop léger, solides et liquide",1.53423
1555,"Fruit cocktail (peach, pear, apricot, pineapple, cherry, grape), canned, heavy syrup pack, solids and liquid","Fruits, cocktail (pêches, poires, abricots, ananas, cerises, raisins), conserve, dans du sirop épais, solides et liquide",1.57227
1556,"Fruit cocktail (peach, pear, apricot, pineapple, cherry, grape), canned, extra heavy syrup, solids and liquid","Fruits, cocktail (pêches, poires, abricots, ananas, cerises, raisins), conserve, dans du sirop extra épais, solides et liquide",1.64835
1557,"Fruit salad (peach, pear, apricot, pineapple, cherry), canned, water pack, solids and liquid","Fruits, salade (pêches, poires, abricots, ananas, cerises), conserve, dans l'eau, solides et liquide",1.55325
1558,"Fruit salad (peach, pear, apricot, pineapple, cherry), canned, heavy syrup pack, solids and liquid","Fruits, salade (pêches, poires, abricots, ananas, cerises), conserve, dans du sirop épais, solides et liquide",1.61666
1559,"Fruit salad (peach, pear, apricot, pineapple, cherry), canned, extra heavy syrup pack, solids and liquid","Fruits, salade (pêches, poires, abricots, ananas, cerises), conserve, dans du sirop extra épais, solides et liquide",1.64201
1560,Gooseberry raw,"Groseille à maquereau, crue",1.4
1561,"Gooseberry, canned, light syrup pack, solids and liquid","Groseille à maquereau, conserve, dans du sirop léger, solides et liquide",1.59764
1562,"Grapefruit, pink or red, all areas, raw","Pamplemousse, rose ou rouge, toutes régions, cru",1.4
1563,"Grapefruit, pink or red, california or arizona, raw","Pamplemousse rose ou rouge, californie ou arizona, cru",1.4
1564,"Grapefruit, pink or red, florida, raw","Pamplemousse, rose ou rouge, floride, cru",1.4
1565,"Grapefruit, white, california, raw","Pamplemousse, blanc, californie, cru",1.4
1566,"Grapefruit, white, florida, raw","Pamplemousse, blanc, floride, cru",1.4
1567,"Grapefruit, canned, waterpack, solids and liquid","Pamplemousse, conserve, dans l'eau, solides et liquide",1.54692
1568,"Grapefruit, canned, juice pack, solids and liquid","Pamplemousse, conserve, conservé dans jus, solides et liquide",1.57861
1569,"Grapefruit, canned, light syrup pack, solids and liquid","Pamplemousse, conserve, dans du sirop léger, solides et liquide",1.61032
1570,"Grapefruit juice, canned, sweetened","Pamplemousse, jus, conserve, sucré",2.64159
1571,"Grapefruit juice, frozen concentrate, undiluted","Pamplemousse, jus, concentré, congelé, non dilué",1.4584
1572,"Grapefruit juice, white, raw","Pamplemousse blanc, jus, frais",2.60989
1573,"Grape, North American type (slip skin), raw","Raisin, type Nord-Américain, peau non-adhérente, cru",1.4
1574,"Grape, thompson seedless, canned, water pack, solids and liquid","Raisin, thompson, sans pépins, conserve, dans l'eau, solides et liquide",1.55326
1575,"Grape, thompson seedless, canned, heavy syrup pack, solids and liquid","Raisin, thompson sans pépins, conserve, sirop épais, solides et liquide",1.62299
1576,"Grape juice, canned or bottled, without added vitamin C","Raisin, jus, conserve ou bouteille, sans vitamine C ajoutée",2.67329
1577,"Groundcherry, raw","Cerise de terre, crue",0.0485
1578,"Guava, common, raw","Goyave, ordinaire, crue",0.55
1579,"Guava, strawberry, raw","Goyave, fraise, crue",1.4
1580,"Guava sauce, cooked","Goyave, sauce aux, cuite",0.60451
1581,"Jackfruit, raw","Jaquier, cru",1.4
1582,"Java-plum, raw","Prune de java, crue",1.4
1583,"Jujube (chinese date), raw","Jujube (datte chinoise), cru",1.4
1584,"Jujube (chinese date), dried","Jujube (datte chinoise), sec",1.4
1585,"Kiwi fruit, raw","Kiwi, cru",1.90204
1586,"Kumquat, raw","Kumquat, cru",1.4
1587,"Lemon, raw, without peel","Citron, cru, sans pelure",0.55
1589,"Lemon juice, raw","Citron, jus, frais",0.05156
1590,"Lemon juice, canned or bottled","Citron, jus, conserve ou bouteille",0.05156
1591,"Lemon juice, frozen","Citron, jus, congelé",0.05156
1592,"Lemon peel, raw","Citron, zeste, cru",0.04
1593,"Lime, raw","Lime, crue",0.55
1594,"Lime juice, raw","Lime, jus, frais",0.05187
1595,"Lime juice, canned or bottled","Lime, jus, conserve ou bouteille",0.05199
1596,"Lychee (litchi), raw","Litchi, cru",0.96
1597,"Lychee, dried","Litchi, séché",0.4
1598,"Loganberry, frozen","Mûre de logan, congelée",1.4
1599,"Longan, raw","Longan, cru",1.4
1600,"Longan, dried","Longan, séché",0.31171
1601,"Loquat, raw","Nèfle du japon, cru",1.4
1602,"Mammy-apple, raw","Abricots de St-Dominique (des Antilles), crus",1.0575
1603,"Mango, raw","Mangue, crue",1.035
1604,"Melon, casaba, raw","Melon, casaba, cru",1.5
1605,"Melon, honeydew, raw","Melon, miel (honeydew), cru",1.5
1606,"Melon balls, frozen (cantaloupe and honeydew)","Melon, en boules, congelé (cantaloup et melon miel)",1.5
1610,"Mulberry, raw","Mûres blanche, crue",1.4
1611,"Nectarine, raw","Nectarine, crue",1.4
1612,"Oheloberry, raw","Oheloberry, cru",1.5
1613,"Olive, ripe, canned, small to extra large","Olive, mûre, conserve, petite à extra large",0.5706
1614,"Olive, ripe, canned, jumbo to super colossal","Olive, mûre, conserve, jumbo à super colossale",0.5706
1615,"Orange, california, valencia, raw","Orange, californie, valence, crue",1.4
1616,"Orange, california, navel, raw","Orange, californie, navel, crue",1.4
1617,"Orange, florida, raw","Orange, floride, crue",1.4
1618,"Orange, with peel, raw","Orange, avec pelure, crue",1.4
1619,"Orange juice, raw","Orange, jus, frais",2.62046
1620,"Orange juice, chilled, includes from concentrate","Orange, jus, réfrigéré, pouvant provenir de concentré",2.63102
1621,"Orange peel, raw","Orange, zeste, cru",0.04
1622,"Orange grapefruit juice, canned","Orange et pamplemousse, jus, conserve",2.60989
1623,"Tangerine (mandarin), raw","Tangerine (mandarine), crue",1.2
1624,"Tangerine (mandarin) juice, raw","Tangerine (mandarine), jus, frais",2.60989
1625,"Tangerine (mandarin) juice, canned, sugar added","Tangerine (mandarine), jus, conserve, sucre ajouté",2.63102
1628,"Papaya, raw","Papaye, crue",1.4
1629,"Papaya nectar, canned","Papaye, nectar, conserve",2.64159
1630,"Passion fruit, purple, raw","Grenadille (fruit de la passion), crue",0.36
1631,"Passion fruit juice, purple, raw","Grenadille (fruit de la passion). jus, frais",2.60989
